,Power
13344,401
13345,1448
13346,837
13347,476
13348,851
13349,1424
13350,1164
13351,1069
13352,261
13353,1578
13354,928
13355,1383
13356,2583
13357,1887
13358,1853
13359,1555
13360,1660
13361,995
13362,770
13363,812
13364,882
13365,838
13366,1006
13367,598
13368,805
13369,1261
13370,1149
13371,812
13372,474
13373,1113
13374,975
13375,1178
13376,882
13377,1915
13378,-1201
13379,2697
13380,-852
13381,2195
13382,3015
13383,1630
13384,307
13385,495
13386,781
13387,1307
13388,776
13389,594
13390,987
13391,1121
13392,1120
13393,1130
13394,317
13395,554
13396,352
13397,1356
13398,1221
13399,1248
13400,1663
13401,1177
13402,1708
13403,-1511
13404,978
13405,1203
13406,1504
13407,977
13408,680
13409,404
13410,193
13411,835
13412,1252
13413,1137
13414,693
13415,862
13416,1090
13417,710
13418,916
13419,837
13420,555
13421,1006
13422,874
13423,1130
13424,482
13425,1388
13426,2668
13427,1339
13428,3222
13429,1732
13430,3186
13431,-500
13432,400
13433,1203
13434,762
13435,833
13436,1226
13437,880
13438,1131
13439,1225
13440,729
13441,274
13442,1403
13443,1250
13444,1005
13445,1179
13446,431
13447,678
13448,1246
13449,1435
13450,928
13451,1854
13452,403
13453,518
13454,3377
13455,1641
13456,837
13457,462
13458,712
13459,722
13460,653
13461,878
13462,713
13463,1803
13464,1014
13465,791
13466,883
13467,468
13468,941
13469,1584
13470,1080
13471,763
13472,461
13473,1512
13474,1313
13475,1666
13476,3771
13477,619
13478,1420
13479,3243
13480,1786
13481,1358
13482,837
13483,629
13484,1148
13485,791
13486,933
13487,1390
13488,1337
13489,724
13490,980
13491,1367
13492,1030
13493,1181
13494,736
13495,969
13496,892
13497,1418
13498,1243
13499,564
13500,2619
13501,-726
13502,1968
13503,1610
13504,2278
13505,1420
13506,931
13507,805
13508,987
13509,569
13510,1042
13511,1233
13512,1315
13513,1116
13514,800
13515,1668
13516,1127
13517,453
13518,657
13519,1104
13520,483
13521,499
13522,2056
13523,2238
13524,3367
13525,1157
13526,588
13527,797
13528,607
13529,1169
13530,935
13531,1162
13532,679
13533,1231
13534,966
13535,920
13536,1453
13537,1026
13538,601
13539,284
13540,755
13541,903
13542,1046
13543,1114
13544,1340
13545,1089
13546,173
13547,2399
13548,3186
13549,904
13550,1987
13551,4758
13552,1161
13553,1115
13554,501
13555,429
13556,1327
13557,832
13558,451
13559,1614
13560,1117
13561,709
13562,1580
13563,1633
13564,956
13565,1055
13566,1066
13567,1070
13568,989
13569,1236
13570,1469
13571,2687
13572,1573
13573,1638
13574,1234
13575,1816
13576,1604
13577,1109
13578,872
13579,871
13580,173
13581,1221
13582,820
13583,1033
13584,990
13585,991
13586,787
13587,805
13588,1635
13589,608
13590,878
13591,974
13592,1207
13593,1746
13594,771
13595,509
13596,-1416
13597,2530
13598,2677
13599,3044
13600,1027
13601,994
13602,737
13603,1572
13604,472
13605,1005
13606,972
13607,734
13608,655
13609,748
13610,459
13611,856
13612,806
13613,1270
13614,1001
13615,777
13616,782
13617,834
13618,3297
13619,2440
13620,3632
13621,1989
13622,2311
13623,936
13624,1558
13625,967
13626,625
13627,1189
13628,357
13629,673
13630,1095
13631,699
13632,699
13633,1066
13634,700
13635,1149
13636,655
13637,498
13638,801
13639,937
13640,920
13641,1073
13642,1575
13643,3493
13644,1394
13645,2176
13646,2323
13647,-172
13648,2095
13649,785
13650,1446
13651,822
13652,1228
13653,769
13654,1186
13655,1042
13656,1149
13657,1002
13658,1007
13659,1469
13660,455
13661,602
13662,629
13663,1312
13664,968
13665,1775
13666,2248
13667,2347
13668,1919
13669,1375
13670,455
13671,766
13672,1213
13673,624
13674,971
13675,975
13676,449
13677,923
13678,1034
13679,727
13680,1070
13681,1232
13682,1025
13683,1424
13684,1105
13685,898
13686,1611
13687,989
13688,967
13689,932
13690,1250
13691,390
13692,104
13693,3159
13694,2166
13695,2425
13696,1244
13697,891
13698,1195
13699,398
13700,1350
13701,900
13702,496
13703,883
13704,1086
13705,756
13706,863
13707,865
13708,885
13709,1508
13710,231
13711,678
13712,1106
13713,776
13714,2423
13715,2546
13716,1979
13717,2067
13718,2246
13719,1488
13720,1123
13721,1288
13722,690
13723,724
13724,663
13725,1458
13726,1044
13727,885
13728,1133
13729,998
13730,1089
13731,718
13732,1536
13733,983
13734,948
13735,787
13736,1058
13737,1130
13738,2676
13739,-638
13740,1205
13741,2212
13742,507
13743,660
13744,1111
13745,888
13746,1000
13747,438
13748,1899
13749,952
13750,579
13751,1180
13752,831
13753,1278
13754,1019
13755,1641
13756,1210
13757,828
13758,803
13759,663
13760,945
13761,1075
13762,49
13763,3996
13764,864
13765,1222
13766,1236
13767,930
13768,-10
13769,587
13770,1434
13771,877
13772,1444
13773,551
13774,1103
13775,766
13776,943
13777,1276
13778,924
13779,1130
13780,1552
13781,605
13782,454
13783,896
13784,1199
13785,1347
13786,4441
13787,354
13788,718
13789,3753
13790,2416
13791,1124
13792,1317
13793,624
13794,1503
13795,1145
13796,1119
13797,1546
13798,717
13799,730
13800,758
13801,780
13802,1057
13803,333
13804,834
13805,1610
13806,1634
13807,1212
13808,1496
13809,1210
13810,1045
13811,760
13812,624
13813,2367
13814,2434
13815,1665
13816,1396
13817,586
13818,411
13819,1272
13820,685
13821,1233
13822,1218
13823,764
13824,898
13825,796
13826,1448
13827,566
13828,626
13829,990
13830,546
13831,869
13832,642
13833,1222
13834,1805
13835,4852
13836,1804
13837,-1230
13838,1337
13839,763
13840,-15
13841,797
13842,912
13843,630
13844,1258
13845,1022
13846,898
13847,684
13848,814
13849,904
13850,1183
13851,1447
13852,1079
13853,1151
13854,816
13855,1256
13856,943
13857,1152
13858,1396
13859,3201
13860,1415
13861,-271
13862,-439
13863,1309
13864,1181
13865,1129
13866,676
13867,1523
13868,620
13869,764
13870,1033
13871,883
13872,1008
13873,1031
13874,687
13875,937
13876,956
13877,1200
13878,801
13879,995
13880,1368
13881,1561
13882,-667
13883,2636
13884,909
13885,2030
13886,1766
13887,1980
13888,965
13889,1030
13890,865
13891,492
13892,1100
13893,1136
13894,803
13895,727
13896,503
13897,1188
13898,1103
13899,1525
13900,914
13901,1705
13902,1008
13903,428
13904,1066
13905,1821
13906,2030
13907,4038
13908,2400
13909,5507
13910,1560
13911,779
13912,1483
13913,801
13914,691
13915,1184
13916,468
13917,1045
13918,931
13919,754
13920,506
13921,650
13922,763
13923,964
13924,985
13925,1446
13926,1123
13927,794
13928,1174
13929,2063
13930,4061
13931,2394
13932,2643
13933,28
13934,2451
13935,771
13936,141
13937,790
13938,899
13939,1186
13940,1152
13941,960
13942,1152
13943,1271
13944,668
13945,784
13946,868
13947,70
13948,1250
13949,1115
13950,492
13951,519
13952,593
13953,715
13954,1981
13955,1255
13956,2772
13957,-165
13958,2568
13959,2363
13960,2116
13961,1634
13962,1545
13963,1592
13964,1336
13965,861
13966,538
13967,1457
13968,1132
13969,623
13970,423
13971,346
13972,1492
13973,1157
13974,967
13975,905
13976,1018
13977,1827
13978,2891
13979,4032
13980,549
13981,2456
13982,2090
13983,952
13984,1071
13985,773
13986,493
13987,811
13988,1311
13989,1102
13990,915
13991,877
13992,932
13993,1246
13994,1165
13995,-117
13996,837
13997,1057
13998,1075
13999,1043
14000,1177
14001,472
14002,2624
14003,961
14004,1602
14005,2724
14006,1174
14007,608
14008,145
14009,355
14010,1224
14011,933
14012,925
14013,661
14014,889
14015,457
14016,925
14017,1380
14018,893
14019,1469
14020,993
14021,1310
14022,695
14023,1184
14024,825
14025,1409
14026,227
14027,414
14028,2115
14029,2416
14030,3532
14031,3192
14032,542
14033,421
14034,1038
14035,931
14036,1046
14037,641
14038,944
14039,915
14040,1152
14041,822
14042,603
14043,162
14044,1255
14045,1037
14046,1304
14047,779
14048,942
14049,776
14050,2761
14051,2723
14052,646
14053,4273
14054,1991
14055,123
14056,482
14057,1008
14058,976
14059,969
14060,1064
14061,806
14062,939
14063,768
14064,1350
14065,276
14066,936
14067,1959
14068,822
14069,908
14070,555
14071,891
14072,735
14073,2098
14074,3050
14075,1482
14076,3092
14077,2653
14078,1047
14079,2281
14080,1021
14081,1021
14082,1091
14083,1031
14084,815
14085,1279
14086,1026
14087,210
14088,942
14089,1245
14090,1065
14091,1397
14092,580
14093,1176
14094,588
14095,1105
14096,1025
14097,587
14098,2316
14099,3265
14100,1117
14101,3642
14102,3902
14103,1311
14104,1266
14105,860
14106,1002
14107,1530
14108,912
14109,865
14110,927
14111,558
14112,396
14113,633
14114,1028
14115,525
14116,833
14117,1252
14118,770
14119,803
14120,1258
14121,1855
14122,2254
14123,2920
14124,1873
14125,1514
14126,280
14127,2250
14128,328
14129,1964
14130,584
14131,1104
14132,854
14133,968
14134,697
14135,1528
14136,766
14137,862
14138,972
14139,451
14140,886
14141,678
14142,1078
14143,1195
14144,874
14145,1722
14146,2144
14147,41
14148,2397
14149,3021
14150,1866
14151,2311
14152,1185
14153,1276
14154,1066
14155,833
14156,646
14157,713
14158,1215
14159,1324
14160,1204
14161,985
14162,1410
14163,1129
14164,1246
14165,1232
14166,1227
14167,469
14168,801
14169,1422
14170,1436
14171,1681
14172,482
14173,3215
14174,736
14175,2758
14176,1886
14177,1168
14178,717
14179,1102
14180,990
14181,638
14182,688
14183,1220
14184,705
14185,1225
14186,611
14187,1074
14188,862
14189,676
14190,670
14191,884
14192,774
14193,1806
14194,1980
14195,2163
14196,2326
14197,4124
14198,2974
14199,2935
14200,235
14201,803
14202,772
14203,634
14204,704
14205,561
14206,791
14207,1024
14208,1239
14209,1154
14210,1163
14211,986
14212,1232
14213,1237
14214,728
14215,1151
14216,1529
14217,1160
14218,3897
14219,1249
14220,3091
14221,2496
14222,1578
14223,1345
14224,-45
14225,609
14226,862
14227,770
14228,1253
14229,773
14230,689
14231,954
14232,1267
14233,695
14234,691
14235,1625
14236,1123
14237,1507
14238,1187
14239,908
14240,785
14241,1247
14242,3904
14243,3724
14244,801
14245,1308
14246,1484
14247,1164
14248,1551
14249,1033
14250,1272
14251,801
14252,1000
14253,735
14254,955
14255,1068
14256,1366
14257,373
14258,476
14259,1634
14260,993
14261,1197
14262,1291
14263,1119
14264,1428
14265,1622
14266,3400
14267,2176
14268,1366
14269,1316
14270,1003
14271,2247
14272,990
14273,737
14274,964
14275,1010
14276,602
14277,1149
14278,795
14279,472
14280,1097
14281,1093
14282,671
14283,1096
14284,1219
14285,1003
14286,364
14287,1001
14288,645
14289,1212
14290,2444
14291,1019
14292,1984
14293,1600
14294,1396
14295,98
14296,2126
14297,987
14298,1248
14299,992
14300,1466
14301,1117
14302,1327
14303,869
14304,1037
14305,1406
14306,993
14307,804
14308,593
14309,1304
14310,1000
14311,609
14312,819
14313,231
14314,2221
14315,2957
14316,-101
14317,76
14318,530
14319,851
14320,953
14321,955
14322,580
14323,576
14324,1292
14325,1374
14326,852
14327,481
14328,1337
14329,1133
14330,908
14331,290
14332,1059
14333,800
14334,732
14335,931
14336,852
14337,1310
14338,999
14339,2836
14340,2565
14341,1996
14342,2212
14343,3197
14344,1927
14345,1248
14346,1202
14347,1116
14348,952
14349,509
14350,837
14351,888
14352,997
14353,1153
14354,1138
14355,245
14356,1382
14357,1341
14358,834
14359,535
14360,1368
14361,1112
14362,2734
14363,2795
14364,3312
14365,-331
14366,2440
14367,1536
14368,-153
14369,913
14370,592
14371,1035
14372,1269
14373,802
14374,1239
14375,399
14376,1051
14377,1251
14378,755
14379,1132
14380,1063
14381,1407
14382,1047
14383,393
14384,939
14385,1279
14386,1313
14387,2589
14388,1449
14389,1763
14390,1304
14391,1032
14392,885
14393,1000
14394,1246
14395,989
14396,901
14397,924
14398,1041
14399,1055
14400,878
14401,899
14402,1085
14403,1773
14404,833
14405,592
14406,1484
14407,650
14408,735
14409,2078
14410,1661
14411,2582
14412,2820
14413,1534
14414,1806
14415,1811
14416,1166
14417,1268
14418,1057
14419,873
14420,1126
14421,1047
14422,749
14423,1535
14424,1083
14425,1144
14426,814
14427,306
14428,1707
14429,1455
14430,932
14431,1421
14432,1935
14433,727
14434,-320
14435,5155
14436,3204
14437,1232
14438,1968
14439,737
14440,976
14441,939
14442,1408
14443,905
14444,1150
14445,922
14446,1199
14447,896
14448,1291
14449,1043
14450,637
14451,1455
14452,1169
14453,627
14454,829
14455,732
14456,485
14457,1358
14458,2148
14459,-515
14460,1061
14461,3892
14462,2401
14463,1830
14464,1830
14465,1069
14466,1233
14467,802
14468,1056
14469,793
14470,479
14471,1341
14472,1149
14473,716
14474,471
14475,719
14476,792
14477,889
14478,1305
14479,702
14480,743
14481,1380
14482,3178
14483,2384
14484,1639
14485,3427
14486,2945
14487,2597
14488,423
14489,1216
14490,650
14491,874
14492,675
14493,669
14494,1202
14495,884
14496,858
14497,1121
14498,1119
14499,1010
14500,1187
14501,374
14502,1172
14503,1168
14504,1010
14505,1891
14506,1311
14507,4351
14508,-773
14509,-641
14510,1832
14511,1921
14512,1654
14513,396
14514,1016
14515,693
14516,1286
14517,601
14518,859
14519,435
14520,1218
14521,1585
14522,984
14523,1603
14524,427
14525,1182
14526,745
14527,-41
14528,564
14529,1432
14530,3723
14531,1090
14532,2458
14533,3427
14534,1496
14535,993
14536,623
14537,633
14538,726
14539,1115
14540,1311
14541,617
14542,1277
14543,463
14544,1722
14545,618
14546,970
14547,1565
14548,1051
14549,577
14550,698
14551,684
14552,543
14553,1578
14554,3086
14555,-333
14556,2480
14557,2509
14558,2281
14559,1005
14560,-70
14561,805
14562,1020
14563,784
14564,1287
14565,1286
14566,914
14567,527
14568,716
14569,1114
14570,1117
14571,1252
14572,1291
14573,787
14574,974
14575,838
14576,385
14577,1285
14578,1953
14579,2781
14580,979
14581,-1133
14582,2610
14583,1771
14584,792
14585,320
14586,617
14587,776
14588,802
14589,1178
14590,1451
14591,755
14592,765
14593,1243
14594,853
14595,1095
14596,1356
14597,546
14598,1002
14599,842
14600,449
14601,1233
14602,-363
14603,4057
14604,255
14605,1428
14606,3479
14607,1049
14608,235
14609,1128
14610,440
14611,847
14612,1171
14613,959
14614,867
14615,639
14616,802
14617,965
14618,211
14619,357
14620,735
14621,1097
14622,882
14623,858
14624,1011
14625,1303
14626,596
14627,3367
14628,763
14629,471
14630,702
14631,3114
14632,1331
14633,634
14634,1062
14635,597
14636,1442
14637,958
14638,1021
14639,1234
14640,865
14641,1158
14642,1055
14643,495
14644,1210
14645,757
14646,874
14647,766
14648,659
14649,1040
14650,1861
14651,3161
14652,3596
14653,3909
14654,665
14655,1579
14656,522
14657,1002
14658,880
14659,594
14660,867
14661,742
14662,1217
14663,807
14664,759
14665,811
14666,1027
14667,1189
14668,915
14669,1177
14670,1301
14671,655
14672,1380
14673,584
14674,905
14675,826
14676,1113
14677,2072
14678,378
14679,2264
14680,799
14681,1255
14682,841
14683,1075
14684,618
14685,678
14686,855
14687,1001
14688,1248
14689,969
14690,818
14691,1269
14692,1027
14693,1425
14694,1022
14695,1331
14696,644
14697,1113
14698,2290
14699,4716
14700,1698
14701,2139
14702,587
14703,924
14704,1863
14705,337
14706,568
14707,663
14708,819
14709,1428
14710,1122
14711,1221
14712,1257
14713,662
14714,771
14715,1070
14716,935
14717,1350
14718,1023
14719,953
14720,937
14721,953
14722,1847
14723,-73
14724,-1044
14725,164
14726,3185
14727,1503
14728,1796
14729,608
14730,1284
14731,1020
14732,914
14733,537
14734,1149
14735,1148
14736,1134
14737,902
14738,805
14739,836
14740,710
14741,1098
14742,1033
14743,973
14744,1612
14745,1111
14746,111
14747,1334
14748,3139
14749,-2370
14750,2621
14751,1108
14752,273
14753,812
14754,436
14755,1358
14756,1323
14757,1234
14758,828
14759,919
14760,1289
14761,1211
14762,1269
14763,324
14764,874
14765,1390
14766,1067
14767,768
14768,675
14769,1447
14770,2598
14771,3305
14772,2206
14773,-414
14774,-274
14775,2433
14776,1041
14777,913
14778,919
14779,393
14780,750
14781,1091
14782,988
14783,671
14784,844
14785,1183
14786,994
14787,1725
14788,1569
14789,1093
14790,1096
14791,715
14792,966
14793,1194
14794,2259
14795,2614
14796,2445
14797,3091
14798,404
14799,580
14800,1700
14801,806
14802,684
14803,1283
14804,1683
14805,885
14806,818
14807,868
14808,389
14809,1020
14810,888
14811,1158
14812,856
14813,715
14814,1014
14815,913
14816,1473
14817,1445
14818,2281
14819,866
14820,2783
14821,2360
14822,1567
14823,979
14824,747
14825,1363
14826,1052
14827,995
14828,1107
14829,705
14830,584
14831,1096
14832,1028
14833,627
14834,1130
14835,1166
14836,1060
14837,1127
14838,899
14839,597
14840,905
14841,1024
14842,1724
14843,2773
14844,4261
14845,891
14846,377
14847,1496
14848,229
14849,655
14850,964
14851,1140
14852,1350
14853,1274
14854,776
14855,730
14856,1145
14857,1007
14858,1282
14859,1578
14860,435
14861,909
14862,1113
14863,963
14864,1210
14865,917
14866,-379
14867,994
14868,369
14869,3001
14870,1964
14871,1623
14872,1699
14873,83
14874,1565
14875,863
14876,1165
14877,1041
14878,935
14879,1197
14880,459
14881,1187
14882,1072
14883,1052
14884,579
14885,678
14886,910
14887,886
14888,1314
14889,270
14890,586
14891,3547
14892,858
14893,3241
14894,2223
14895,3628
14896,1002
14897,409
14898,925
14899,910
14900,14
14901,745
14902,523
14903,1186
14904,1160
14905,1633
14906,1175
14907,952
14908,836
14909,1033
14910,1104
14911,1297
14912,1121
14913,776
14914,3201
14915,2329
14916,-3464
14917,699
14918,2639
14919,1320
14920,719
14921,950
14922,794
14923,1068
14924,1565
14925,855
14926,840
14927,642
14928,828
14929,1149
14930,979
14931,1530
14932,806
14933,572
14934,1144
14935,660
14936,338
14937,738
14938,1696
14939,3198
14940,-1360
14941,2399
14942,996
14943,2765
14944,260
14945,532
14946,1236
14947,1337
14948,1406
14949,1004
14950,1045
14951,794
14952,776
14953,921
14954,1254
14955,569
14956,1237
14957,1124
14958,1220
14959,991
14960,1020
14961,1068
14962,1287
14963,2455
14964,766
14965,842
14966,-742
14967,1032
14968,1874
14969,648
14970,975
14971,696
14972,1071
14973,743
14974,1017
14975,1236
14976,1084
14977,1076
14978,1541
14979,791
14980,815
14981,1342
14982,1143
14983,961
14984,1016
14985,1231
14986,2131
14987,-124
14988,642
14989,1887
14990,928
14991,2291
14992,293
14993,1541
14994,814
14995,1015
14996,1089
14997,756
14998,816
14999,1483
15000,1182
15001,742
15002,1085
15003,405
15004,733
15005,761
15006,657
15007,756
15008,1396
15009,1479
15010,1544
15011,571
15012,1909
15013,2441
15014,1151
15015,3060
15016,1467
15017,1029
15018,914
15019,1169
15020,799
15021,803
15022,974
15023,1213
15024,937
15025,1354
15026,1031
15027,125
15028,991
15029,1029
15030,817
15031,868
15032,1311
15033,1834
15034,1159
15035,2264
15036,3077
15037,2164
15038,-339
15039,2887
15040,-366
15041,939
15042,1135
15043,777
15044,1258
15045,790
15046,916
15047,993
15048,873
15049,1192
15050,822
15051,788
15052,764
15053,943
15054,1286
15055,700
15056,1250
15057,1113
15058,1285
15059,3472
15060,-912
15061,2924
15062,2041
15063,1956
15064,1088
15065,1218
15066,416
15067,1226
15068,1271
15069,826
15070,1265
15071,730
15072,664
15073,937
15074,770
15075,782
15076,1329
15077,965
15078,631
15079,863
15080,1166
15081,900
15082,496
15083,4391
15084,-1952
15085,4155
15086,1031
15087,-648
15088,1689
15089,587
15090,929
15091,857
15092,654
15093,995
15094,1086
15095,1038
15096,827
15097,1041
15098,529
15099,658
15100,919
15101,1354
15102,788
15103,1152
15104,887
15105,1664
15106,-1783
15107,1041
15108,2259
15109,3802
15110,361
15111,2951
15112,1178
15113,849
15114,989
15115,422
15116,1159
15117,904
15118,1103
15119,1207
15120,1513
15121,498
15122,865
15123,1366
15124,1009
15125,1137
15126,998
15127,724
15128,1113
15129,62
15130,265
15131,3085
15132,1620
15133,1352
15134,2371
15135,2566
15136,257
15137,1264
15138,1557
15139,1047
15140,1401
15141,666
15142,646
15143,779
15144,1000
15145,600
15146,806
15147,374
15148,1005
15149,1363
15150,992
15151,996
15152,975
15153,2042
15154,279
15155,1485
15156,4264
15157,1453
15158,4175
15159,1236
15160,1362
15161,613
15162,1052
15163,1008
15164,948
15165,809
15166,815
15167,1109
15168,1349
15169,899
15170,1283
15171,607
15172,1063
15173,929
15174,1039
15175,781
15176,1014
15177,394
15178,2329
15179,1426
15180,1613
15181,1634
15182,1551
15183,596
15184,772
15185,773
15186,855
15187,943
15188,1165
15189,759
15190,869
15191,1301
15192,1448
15193,221
15194,468
15195,787
15196,1100
15197,976
15198,639
15199,1151
15200,1022
15201,508
15202,-695
15203,1449
15204,4909
15205,2435
15206,-1584
15207,1062
15208,-650
15209,1243
15210,1187
15211,1148
15212,777
15213,1156
15214,1125
15215,1067
15216,1343
15217,1383
15218,648
15219,1405
15220,1095
15221,796
15222,885
15223,401
15224,868
15225,1514
15226,-241
15227,2983
15228,3015
15229,2323
15230,2315
15231,950
15232,354
15233,1150
15234,924
15235,1055
15236,655
15237,1009
15238,825
15239,1041
15240,804
15241,857
15242,944
15243,1034
15244,584
15245,767
15246,866
15247,716
15248,1183
15249,1239
15250,1711
15251,1603
15252,335
15253,518
15254,1823
15255,3335
15256,539
15257,1214
15258,1745
15259,289
15260,1256
15261,1039
15262,1136
15263,1108
15264,1314
15265,1359
15266,817
15267,1047
15268,818
15269,1104
15270,836
15271,1029
15272,1060
15273,713
15274,4297
15275,2743
15276,3068
15277,2466
15278,1700
15279,1374
15280,1135
15281,854
15282,1239
15283,616
15284,1048
15285,628
15286,1257
15287,750
15288,1244
15289,742
15290,493
15291,880
15292,1076
15293,1006
15294,918
15295,916
15296,1089
15297,1356
15298,941
15299,1142
15300,-80
15301,3088
15302,1786
15303,1532
15304,1783
15305,1119
15306,1025
15307,1256
15308,1091
15309,935
15310,1113
15311,878
15312,844
15313,1044
15314,1046
15315,1189
15316,1134
15317,1186
15318,1064
15319,830
15320,563
15321,847
15322,1655
15323,1895
15324,1505
15325,2938
15326,1722
15327,2233
15328,1273
15329,733
15330,553
15331,863
15332,1102
15333,1154
15334,1006
15335,984
15336,872
15337,895
15338,1310
15339,347
15340,1155
15341,1138
15342,880
15343,501
15344,765
15345,1462
15346,1662
15347,4674
15348,4225
15349,2821
15350,2645
15351,1736
15352,2374
15353,921
15354,622
15355,972
15356,1178
15357,1006
15358,768
15359,1538
15360,1420
15361,1072
15362,890
15363,1349
15364,971
15365,1302
15366,1282
15367,672
15368,531
15369,1539
15370,800
15371,1308
15372,140
15373,1712
15374,241
15375,1533
15376,1068
15377,1407
15378,1555
15379,1177
15380,987
15381,1005
15382,1326
15383,717
15384,1103
15385,770
15386,1503
15387,763
15388,729
15389,982
15390,538
15391,215
15392,744
15393,1031
15394,3188
15395,142
15396,1241
15397,1774
15398,596
15399,1472
15400,1660
15401,931
15402,1066
15403,725
15404,772
15405,1017
15406,673
15407,1191
15408,1016
15409,803
15410,982
15411,484
15412,1051
15413,998
15414,1275
15415,1253
15416,1021
15417,415
15418,2017
15419,171
15420,942
15421,3100
15422,1668
15423,2117
15424,983
15425,1356
15426,340
15427,611
15428,805
15429,565
15430,671
15431,1319
15432,716
15433,693
15434,1300
15435,1109
15436,1017
15437,1079
15438,1033
15439,1051
15440,213
15441,853
15442,2370
15443,2094
15444,2539
15445,3219
15446,1865
15447,2057
15448,346
15449,615
15450,689
15451,964
15452,1349
15453,874
15454,840
15455,540
15456,852
15457,795
15458,1183
15459,2330
15460,1298
15461,1234
15462,1270
15463,862
15464,926
15465,862
15466,1235
15467,549
15468,2275
15469,2526
15470,2815
15471,656
15472,1069
15473,1014
15474,884
15475,1330
15476,1101
15477,1256
15478,927
15479,507
15480,908
15481,749
15482,1405
15483,1513
15484,493
15485,674
15486,902
15487,861
15488,1326
15489,260
15490,106
15491,613
15492,3337
15493,2764
15494,1936
15495,652
15496,1282
15497,1036
15498,1354
15499,1140
15500,1458
15501,788
15502,503
15503,1651
15504,1220
15505,852
15506,861
15507,1323
15508,977
15509,1414
15510,1032
15511,1064
15512,1015
15513,622
15514,3505
15515,-1385
15516,1496
15517,828
15518,436
15519,1790
15520,1848
15521,1324
15522,782
15523,756
15524,632
15525,840
15526,635
15527,962
15528,1388
15529,840
15530,1025
15531,1107
15532,1197
15533,1129
15534,606
15535,1094
15536,688
15537,1555
15538,-121
15539,2844
15540,2745
15541,2654
15542,2812
15543,2818
15544,-140
15545,866
15546,1238
15547,981
15548,784
15549,319
15550,1103
15551,928
15552,734
15553,859
15554,1677
15555,1222
15556,1231
15557,862
15558,725
15559,797
15560,1082
15561,749
15562,704
15563,2516
15564,1701
15565,3036
15566,932
15567,1964
15568,775
15569,1151
15570,507
15571,801
15572,875
15573,915
15574,1203
15575,1395
15576,906
15577,762
15578,286
15579,1018
15580,1587
15581,1410
15582,954
15583,641
15584,732
15585,431
15586,1860
15587,749
15588,1773
15589,1748
15590,154
15591,2929
15592,423
15593,705
15594,998
15595,1068
15596,1159
15597,896
15598,734
15599,1266
15600,745
15601,710
15602,1124
15603,905
15604,842
15605,861
15606,1050
15607,931
15608,988
15609,1431
15610,1537
15611,4427
15612,2976
15613,3673
15614,2066
15615,1200
15616,-380
15617,725
15618,1100
15619,760
15620,234
15621,1075
15622,1025
15623,796
15624,1235
15625,399
15626,1156
15627,1345
15628,1526
15629,550
15630,962
15631,255
15632,962
15633,1652
15634,2606
15635,1013
15636,-1112
15637,1315
15638,1033
15639,1875
15640,1135
15641,908
15642,538
15643,1383
15644,487
15645,971
15646,1114
15647,1610
15648,1026
15649,1449
15650,691
15651,904
15652,1077
15653,875
15654,1190
15655,886
15656,819
15657,312
15658,1257
15659,5039
15660,3285
15661,-22
15662,2075
15663,1632
15664,732
15665,923
15666,1469
15667,1127
15668,22
15669,880
15670,944
15671,1136
15672,1142
15673,1273
15674,1068
15675,1465
15676,986
15677,1025
15678,1236
15679,716
15680,748
15681,978
15682,1658
15683,461
15684,2771
15685,3880
15686,1133
15687,2504
15688,2332
15689,1133
15690,599
15691,708
15692,1179
15693,788
15694,1016
15695,897
15696,1002
15697,1099
15698,366
15699,760
15700,747
15701,1447
15702,1161
15703,977
15704,546
15705,805
15706,-59
15707,-25
15708,3668
15709,579
15710,2391
15711,2331
15712,817
15713,1042
15714,926
15715,1169
15716,1472
15717,761
15718,771
15719,1274
15720,907
15721,592
15722,610
15723,436
15724,725
15725,920
15726,701
15727,702
15728,1502
15729,1444
15730,2011
15731,3433
15732,361
15733,-18
15734,1667
15735,606
15736,388
15737,582
15738,1094
15739,988
15740,890
15741,690
15742,942
15743,1591
15744,1208
15745,1172
15746,924
15747,1300
15748,963
15749,832
15750,931
15751,861
15752,835
15753,1370
15754,2933
15755,2358
15756,2007
15757,1925
15758,2519
15759,3176
15760,666
15761,1283
15762,1144
15763,1352
15764,1072
15765,815
15766,677
15767,864
15768,1317
15769,1430
15770,1194
15771,773
15772,980
15773,675
15774,615
15775,860
15776,814
15777,407
15778,1908
15779,5284
15780,2932
15781,4327
15782,2076
15783,2258
15784,696
15785,803
15786,918
15787,1269
15788,1286
15789,1034
15790,1041
15791,961
15792,1074
15793,723
15794,388
15795,1622
15796,1320
15797,855
15798,1072
15799,767
15800,1192
15801,907
15802,1924
15803,2009
15804,2011
15805,3856
15806,2599
15807,2627
15808,693
15809,872
15810,962
15811,921
15812,937
15813,845
15814,453
15815,1036
15816,726
15817,1044
15818,1352
15819,1136
15820,1822
15821,1390
15822,314
15823,642
15824,645
15825,1381
15826,3863
15827,1639
15828,1198
15829,965
15830,1838
15831,695
15832,375
15833,810
15834,971
15835,466
15836,717
15837,1578
15838,1008
15839,1230
15840,777
15841,1277
15842,1033
15843,816
15844,1963
15845,1177
15846,805
15847,1028
15848,834
15849,1123
15850,754
15851,57
15852,2666
15853,1834
15854,231
15855,-534
15856,1686
15857,772
15858,1298
15859,1056
15860,1227
15861,771
